1,35.197440
2,15.734817
3,10.946730
4,8.074462
5,6.689211
6,5.802078
7,5.380465
8,4.578185
9,4.562213
10,7.308645
11,6.313825
12,6.301761
13,5.327233
14,5.335070
15,5.335637
16,4.573871
17,4.573816
18,4.570516
19,4.572597
20,4.570673
21,4.574837
22,4.981499
23,4.981823
24,4.987348
25,4.983202
26,4.982876
27,4.980800
28,4.982175
29,4.982598
30,4.976231
31,4.983121
32,4.585613
